student_id,name,institution,degree,graduation_year,cgpa,technical_score,communication_score,behavioral_score,cognitive_score,resume_score,psychometric_behavioral,overall_score,experience_months,projects_count,is_placed,salary_lpa,role,placement_prob
STU2984,Student_1877_2984,VIT Vellore,B.Tech ME,2027,7.1,76.7,59.7,28.1,55.9,61.0,79.0,58.9,6,0,0,0.0,Not Placed,58.6
STU2985,Student_2259_2985,VIT Vellore,B.Tech AI&ML,2026,7.9,85.2,35.4,87.3,79.1,67.5,60.2,73.0,0,5,1,7.0,Data Analyst,72.3
STU2986,Student_4186_2986,VIT Vellore,B.Tech ECE,2025,6.5,100.0,55.2,41.9,59.5,65.6,73.6,69.9,0,2,1,8.8,Data Analyst,67.7
STU2987,Student_1743_2987,IIT Kharagpur,B.Tech CSE,2025,6.8,37.5,30.7,21.5,85.0,24.6,58.7,38.8,0,2,1,2.5,Technical Support,44.3
STU2988,Student_9249_2988,IIT Kanpur,BCA,2027,7.6,57.1,31.7,20.0,61.5,54.3,63.0,45.0,12,2,0,0.0,Not Placed,51.6
STU2989,Student_9981_2989,NSIT Delhi,B.Tech ECE,2025,9.1,64.4,25.0,20.0,88.3,47.1,43.9,49.5,6,0,1,7.2,Junior Developer,59.1
STU2990,Student_6278_2990,NSIT Delhi,BCA,2025,7.0,73.1,40.7,24.9,61.8,73.4,53.9,55.3,6,1,1,7.3,Junior Developer,59.4
STU2991,Student_2093_2991,BITS Pilani,B.Sc Data Science,2026,9.0,74.9,55.1,33.3,70.5,53.5,54.6,59.8,18,0,0,0.0,Not Placed,71.0
STU2992,Student_3985_2992,DTU Delhi,B.E CSE,2026,8.4,63.8,49.4,41.0,76.6,48.0,57.3,56.7,0,0,1,6.2,QA Engineer,66.0
STU2993,Student_5230_2993,IIT Bombay,B.E CSE,2027,5.8,42.6,24.3,20.0,49.3,46.6,58.5,35.8,0,2,1,2.5,Technical Support,43.6
STU2994,Student_4970_2994,IIT Madras,B.Tech AI&ML,2027,10.0,32.0,37.1,20.0,81.8,26.9,52.6,37.6,0,5,0,0.0,Not Placed,48.5
STU2995,Student_1755_2995,BITS Pilani,B.Tech IT,2027,7.9,21.2,44.0,20.0,80.1,20.0,69.5,34.2,0,2,1,2.5,Junior Developer,43.5
STU2996,Student_1526_2996,Anna University,B.Tech ME,2027,7.8,64.8,32.0,35.0,62.3,58.7,62.8,51.3,0,3,1,6.7,QA Engineer,54.1
STU2997,Student_2522_2997,VIT Vellore,B.Tech IT,2027,6.5,59.8,51.1,23.2,79.8,54.4,69.4,53.2,0,2,0,0.0,Not Placed,51.9
STU2998,Student_4147_2998,VIT Vellore,B.Tech AI&ML,2025,7.6,87.0,87.8,47.9,79.7,62.0,62.3,75.7,6,5,1,7.9,Software Engineer,76.7
STU2999,Student_3953_2999,IIT Kharagpur,B.Tech ME,2027,5.9,46.2,41.2,20.0,80.7,40.6,73.4,44.6,0,2,1,4.1,Technical Support,44.4
STU3000,Student_4760_3000,NSIT Delhi,B.Tech CSE,2026,8.8,73.0,55.8,64.8,80.0,61.0,70.7,67.8,0,3,1,7.9,Technical Support,74.1
STU3001,Student_2542_3001,Anna University,B.Tech ECE,2027,6.7,50.7,56.9,64.0,56.1,32.6,72.0,53.6,12,0,1,2.9,Junior Developer,58.9
STU3002,Student_1504_3002,IIT Delhi,B.Sc Data Science,2025,8.3,82.9,54.4,55.7,73.8,56.0,75.4,67.7,0,2,0,0.0,Not Placed,75.4
STU3003,Student_8196_3003,VIT Vellore,BCA,2027,7.1,68.1,50.7,35.7,80.2,46.3,74.3,57.8,0,0,1,6.4,Junior Developer,65.4
STU3004,Student_6510_3004,VIT Vellore,B.Sc Data Science,2025,6.4,99.0,71.8,46.4,86.6,85.1,57.8,79.8,0,2,1,7.4,Data Analyst,79.7
STU3005,Student_2064_3005,IIT Kanpur,B.Tech AI&ML,2025,7.8,21.8,20.0,20.0,52.2,20.7,51.0,25.5,0,2,0,0.0,Not Placed,33.8
STU3006,Student_2529_3006,BITS Pilani,B.Tech CSE,2027,8.6,81.8,52.9,45.5,80.9,63.0,60.5,66.7,18,2,1,9.1,Full Stack Developer,76.2
STU3007,Student_1445_3007,BITS Pilani,B.E CSE,2026,6.5,57.2,61.9,31.9,70.0,51.9,60.7,54.5,0,1,0,0.0,Not Placed,55.7
STU3008,Student_3874_3008,IIT Madras,B.Tech ME,2025,7.4,65.7,50.1,44.6,100.0,38.5,76.7,60.8,0,2,0,0.0,Not Placed,63.7
STU3009,Student_7937_3009,IIT Hyderabad,B.Tech ME,2025,8.1,52.0,61.4,20.0,59.8,55.7,70.7,49.0,0,0,1,4.9,QA Engineer,56.4
STU3010,Student_2071_3010,BITS Pilani,B.E CSE,2027,5.7,42.8,22.0,33.2,66.7,28.3,76.3,38.9,6,2,0,0.0,Not Placed,44.7
STU3011,Student_6006_3011,IIT Delhi,B.Sc Data Science,2027,7.0,30.8,20.0,22.8,79.8,25.4,54.6,33.8,6,1,1,2.5,Technical Support,42.0
STU3012,Student_4077_3012,IIT Kharagpur,B.Tech IT,2025,8.3,98.6,35.7,57.7,55.4,61.0,63.8,67.6,0,0,1,9.6,Full Stack Developer,70.8
STU3013,Student_4419_3013,SRM Chennai,BCA,2025,8.0,94.2,66.1,24.9,66.4,58.7,64.5,67.0,0,0,1,8.6,Full Stack Developer,76.7
STU3014,Student_8121_3014,NSIT Delhi,BCA,2026,7.7,76.8,48.4,60.3,63.8,74.8,66.4,65.7,18,3,1,7.2,Data Analyst,65.8
STU3015,Student_6402_3015,NIT Trichy,B.Tech CSE,2026,7.8,64.6,69.2,43.2,70.0,48.9,73.1,60.5,12,0,1,6.9,Junior Developer,62.1
STU3016,Student_9569_3016,NSIT Delhi,BCA,2027,7.2,41.9,20.0,21.8,90.2,30.5,47.7,39.6,0,2,0,0.0,Not Placed,44.0
STU3017,Student_1135_3017,IIT Kanpur,B.Tech IT,2027,9.3,76.4,65.4,63.1,67.5,62.1,74.6,68.8,6,2,1,7.3,Data Analyst,78.1
STU3018,Student_8705_3018,VIT Vellore,BCA,2025,8.2,82.4,67.3,47.1,69.5,75.3,77.4,69.7,0,2,1,8.0,Software Engineer,71.0
STU3019,Student_6574_3019,IIT Kharagpur,B.Tech ME,2027,8.2,76.9,47.2,35.7,81.7,54.7,73.4,61.2,6,2,1,8.6,Data Analyst,67.0
STU3020,Student_7585_3020,BITS Pilani,B.Tech IT,2027,9.0,71.0,45.3,40.4,83.0,56.4,69.8,60.1,0,1,1,7.4,Junior Developer,71.8
STU3021,Student_7694_3021,DTU Delhi,B.Tech ECE,2026,7.7,53.5,44.6,49.6,54.9,40.4,64.6,49.8,0,3,0,0.0,Not Placed,57.6
STU3022,Student_8098_3022,IIT Hyderabad,B.Tech CSE,2025,8.3,54.0,20.0,51.0,53.2,46.4,62.5,45.7,18,0,0,0.0,Not Placed,57.5
STU3023,Student_4520_3023,NSIT Delhi,B.Sc Data Science,2027,9.5,100.0,45.5,77.7,67.7,92.6,81.6,79.1,12,1,1,9.8,ML Engineer,88.7
STU3024,Student_6337_3024,IIT Madras,BCA,2025,7.8,47.2,47.0,30.4,66.5,32.1,76.2,45.2,0,1,1,5.5,Junior Developer,52.4
STU3025,Student_5792_3025,IIT Kharagpur,B.Tech ME,2025,6.1,77.4,48.6,20.1,72.2,52.0,52.6,56.9,12,5,1,7.7,Full Stack Developer,57.6
STU3026,Student_9472_3026,NIT Trichy,B.Tech CSE,2026,6.3,52.1,20.0,24.1,59.3,46.2,65.3,40.6,6,2,0,0.0,Not Placed,44.5
STU3027,Student_7693_3027,DTU Delhi,B.E CSE,2026,7.2,59.8,29.3,21.2,80.6,26.7,59.8,45.8,18,3,1,6.1,Junior Developer,50.9
STU3028,Student_8121_3028,IIT Bombay,B.Tech AI&ML,2027,8.2,36.5,25.7,28.1,41.4,20.0,62.0,31.7,0,5,1,2.7,Technical Support,42.6
STU3029,Student_3130_3029,NIT Trichy,B.Tech CSE,2027,7.7,76.2,37.2,20.0,71.3,46.2,65.4,53.4,0,0,1,8.1,Data Analyst,64.0
STU3030,Student_7166_3030,IIT Kharagpur,B.Tech ECE,2027,7.7,53.6,27.1,43.4,73.2,28.3,64.9,46.7,0,0,0,0.0,Not Placed,52.6
STU3031,Student_5005_3031,NSIT Delhi,B.Tech IT,2027,6.0,75.6,75.5,48.0,61.0,43.3,61.7,64.6,0,0,1,5.1,Full Stack Developer,68.5
STU3032,Student_2385_3032,IIT Madras,B.Tech ECE,2025,9.2,57.1,31.6,46.8,59.7,49.0,60.6,49.5,24,2,1,6.1,QA Engineer,58.2
STU3033,Student_4414_3033,IIT Madras,B.Sc Data Science,2027,7.5,100.0,79.1,79.7,56.2,93.2,63.8,84.5,0,1,1,8.2,Full Stack Developer,88.4
STU3034,Student_7161_3034,NSIT Delhi,B.Tech AI&ML,2025,8.1,54.7,20.0,35.2,78.1,45.6,59.8,46.5,18,2,1,4.8,QA Engineer,58.1
STU3035,Student_4532_3035,IIT Kharagpur,B.Sc Data Science,2027,10.0,41.3,42.0,25.1,57.2,32.5,51.1,39.7,0,1,0,0.0,Not Placed,49.7
STU3036,Student_7185_3036,DTU Delhi,B.E CSE,2025,7.4,34.0,31.4,20.0,48.2,20.0,57.2,31.4,0,1,1,4.0,QA Engineer,36.2
STU3037,Student_7908_3037,IIT Bombay,B.Tech AI&ML,2027,8.0,50.0,29.7,40.9,78.3,31.8,59.9,46.5,0,0,0,0.0,Not Placed,57.0
STU3038,Student_3032_3038,SRM Chennai,B.Sc Data Science,2026,8.2,59.3,48.1,27.6,57.6,47.5,67.0,49.3,6,3,1,6.7,QA Engineer,60.5
STU3039,Student_7359_3039,IIT Kanpur,B.Tech IT,2026,8.1,49.8,58.6,23.7,68.2,24.0,64.6,46.5,0,3,0,0.0,Not Placed,54.1
STU3040,Student_9001_3040,SRM Chennai,B.Sc Data Science,2026,8.4,96.2,75.2,62.7,63.3,69.1,78.6,77.7,6,2,0,0.0,Not Placed,85.5
STU3041,Student_4922_3041,IIT Kharagpur,BCA,2025,6.2,79.5,65.4,27.6,78.1,51.0,53.8,63.2,0,1,0,0.0,Not Placed,65.5
STU3042,Student_5157_3042,IIT Madras,B.E CSE,2026,7.8,62.7,86.9,44.4,72.2,55.3,69.5,64.6,0,0,1,5.6,Business Analyst,66.0
STU3043,Student_8864_3043,VIT Vellore,B.Tech AI&ML,2026,7.9,71.3,40.6,20.0,62.5,60.4,63.2,52.5,0,0,0,0.0,Not Placed,55.5
STU3044,Student_2245_3044,NIT Trichy,B.Tech AI&ML,2025,7.2,73.6,36.9,47.6,60.4,40.4,72.6,55.8,6,2,1,6.8,QA Engineer,62.3
STU3045,Student_1762_3045,IIT Hyderabad,B.Sc Data Science,2027,5.7,67.4,59.1,81.8,62.6,46.3,67.8,65.8,0,0,1,4.8,Junior Developer,59.5
STU3046,Student_5759_3046,DTU Delhi,B.Sc Data Science,2026,6.5,57.6,20.0,50.5,87.4,56.2,60.0,53.0,12,2,0,0.0,Not Placed,53.3
STU3047,Student_7924_3047,NIT Trichy,B.E CSE,2026,5.5,66.2,49.4,45.3,78.0,52.8,59.2,59.1,12,0,0,0.0,Not Placed,63.5
STU3048,Student_7743_3048,VIT Vellore,B.Tech CSE,2027,7.6,46.9,20.0,55.9,88.5,46.0,44.8,49.5,6,3,0,0.0,Not Placed,56.4
STU3049,Student_1603_3049,IIT Kharagpur,B.Tech AI&ML,2025,8.4,72.3,45.0,63.6,82.7,60.0,66.5,65.4,6,2,1,5.7,QA Engineer,73.4
STU3050,Student_6925_3050,VIT Vellore,B.Tech ECE,2025,8.3,47.9,39.9,20.0,90.0,44.7,59.8,46.7,0,1,0,0.0,Not Placed,55.1
STU3051,Student_7538_3051,NIT Trichy,B.Tech ECE,2025,6.5,95.1,90.9,69.6,93.3,77.9,81.2,87.2,6,1,1,7.7,Software Engineer,84.0
STU3052,Student_5533_3052,VIT Vellore,B.Tech IT,2025,7.5,66.4,60.5,51.5,58.7,26.9,51.0,57.1,0,2,1,5.7,QA Engineer,59.7
STU3053,Student_7690_3053,Anna University,B.Tech AI&ML,2027,6.3,47.5,24.7,43.3,85.6,44.1,69.3,47.5,6,1,0,0.0,Not Placed,45.6
STU3054,Student_7281_3054,Anna University,B.Tech ME,2027,4.5,65.2,20.0,48.3,38.6,50.0,58.2,47.3,6,1,0,0.0,Not Placed,49.8
STU3055,Student_6621_3055,IIT Hyderabad,BCA,2025,8.7,75.1,58.3,57.6,64.6,61.9,66.0,65.3,6,2,1,6.7,Software Engineer,70.9
STU3056,Student_1059_3056,DTU Delhi,B.Tech ME,2027,6.7,40.1,23.1,20.0,58.9,42.3,53.8,35.7,18,3,0,0.0,Not Placed,44.4
STU3057,Student_6169_3057,IIT Kharagpur,B.Tech AI&ML,2027,8.9,83.2,76.5,39.3,81.8,53.8,64.6,69.9,0,0,1,7.3,Software Engineer,72.5
STU3058,Student_2101_3058,IIT Kanpur,B.Tech ECE,2027,6.8,57.8,33.0,20.0,82.8,44.0,64.4,47.6,12,0,1,4.6,Technical Support,51.6
STU3059,Student_2479_3059,IIT Kharagpur,B.Tech AI&ML,2027,7.6,66.9,42.2,65.6,81.4,53.7,62.8,62.6,12,2,1,5.3,Technical Support,68.1
STU3060,Student_1043_3060,IIT Kanpur,BCA,2027,8.0,95.0,45.9,68.9,86.9,58.2,60.8,75.1,12,0,1,10.3,Full Stack Developer,75.7
STU3061,Student_4701_3061,NSIT Delhi,B.Tech AI&ML,2027,8.0,57.8,38.5,27.3,80.8,49.0,65.1,50.4,6,2,1,4.0,Junior Developer,54.3
STU3062,Student_7656_3062,VIT Vellore,B.Sc Data Science,2026,8.2,59.8,67.3,20.0,44.1,26.1,57.2,47.6,18,0,1,4.4,QA Engineer,55.5
STU3063,Student_4078_3063,IIT Madras,B.Tech ME,2026,8.2,89.2,46.6,66.9,70.9,73.3,65.6,71.9,6,1,1,9.7,Data Analyst,75.8
STU3064,Student_2286_3064,NIT Trichy,B.E CSE,2027,10.0,91.6,56.2,35.3,68.7,75.5,64.4,68.2,6,1,1,9.3,Data Scientist,81.3
STU3065,Student_6371_3065,NIT Trichy,B.Tech CSE,2027,7.8,34.4,30.6,20.0,99.1,20.0,56.8,39.0,6,5,0,0.0,Not Placed,46.6
STU3066,Student_3798_3066,Anna University,B.Tech IT,2026,5.9,31.5,25.8,20.0,49.8,27.6,61.4,30.4,12,3,0,0.0,Not Placed,34.8
STU3067,Student_7173_3067,SRM Chennai,BCA,2027,7.3,100.0,72.2,74.5,72.1,66.8,67.9,81.8,0,1,1,10.5,Software Engineer,78.6
STU3068,Student_2502_3068,Anna University,B.Tech CSE,2027,7.4,71.1,20.7,20.0,83.6,48.9,61.3,50.5,12,0,1,6.4,Technical Support,52.8
STU3069,Student_3082_3069,DTU Delhi,B.Tech ME,2026,7.0,73.4,50.6,47.6,59.5,61.0,66.7,60.4,0,2,1,6.7,Technical Support,67.8
STU3070,Student_4967_3070,NSIT Delhi,B.Tech CSE,2027,8.6,64.0,55.8,40.7,69.5,55.4,71.4,57.7,0,3,1,4.9,Technical Support,66.3
STU3071,Student_5836_3071,IIT Bombay,B.Tech ECE,2026,8.1,57.6,63.9,46.1,71.2,44.6,65.2,57.3,12,1,1,4.6,Technical Support,64.3
STU3072,Student_4207_3072,IIT Madras,B.Tech ECE,2026,5.4,66.4,64.4,68.5,68.4,53.7,66.8,65.4,0,1,1,5.8,Technical Support,60.5
STU3073,Student_2440_3073,BITS Pilani,B.Tech ECE,2025,8.1,63.3,59.5,51.0,82.2,48.2,76.8,61.4,0,2,0,0.0,Not Placed,66.7
STU3074,Student_5965_3074,BITS Pilani,BCA,2026,7.8,49.8,33.4,31.9,58.2,36.3,61.2,42.8,6,0,0,0.0,Not Placed,50.1
STU3075,Student_6004_3075,NIT Trichy,B.Sc Data Science,2025,5.4,62.3,37.9,37.0,85.5,74.5,60.1,57.1,0,1,0,0.0,Not Placed,59.8
STU3076,Student_3316_3076,VIT Vellore,B.Sc Data Science,2026,7.1,76.9,61.1,63.9,68.5,57.2,74.8,67.9,18,2,1,7.3,Full Stack Developer,65.9
STU3077,Student_1375_3077,VIT Vellore,B.Tech ECE,2027,6.3,94.5,43.7,20.0,81.5,86.5,60.4,66.7,0,2,0,0.0,Not Placed,71.2
STU3078,Student_1282_3078,IIT Madras,B.Tech ME,2025,7.4,59.4,33.5,61.1,54.3,51.3,71.3,53.0,0,1,1,5.9,Technical Support,59.5
STU3079,Student_9248_3079,IIT Delhi,B.Tech ME,2027,9.0,76.3,59.8,52.4,79.2,56.4,66.2,66.7,0,2,0,0.0,Not Placed,68.2
STU3080,Student_3793_3080,BITS Pilani,B.Tech IT,2027,8.9,70.0,40.8,20.0,71.3,39.8,56.5,51.3,0,0,1,5.9,Junior Developer,61.4
STU3081,Student_2414_3081,DTU Delhi,B.Tech CSE,2025,6.6,71.9,47.9,32.2,44.4,47.3,52.5,52.6,6,3,1,6.5,Junior Developer,55.7
STU3082,Student_6762_3082,SRM Chennai,B.Tech ME,2025,7.1,42.1,27.0,29.6,57.6,38.7,48.0,38.6,0,0,1,3.9,QA Engineer,45.9
STU3083,Student_8590_3083,IIT Kharagpur,BCA,2027,7.4,78.7,68.1,76.3,64.4,61.5,55.3,72.2,0,0,1,8.0,Full Stack Developer,73.1
STU3084,Student_6728_3084,IIT Bombay,B.Sc Data Science,2026,7.8,49.5,53.1,20.0,77.3,27.5,61.8,46.3,0,2,0,0.0,Not Placed,49.8
STU3085,Student_9384_3085,NSIT Delhi,B.Tech CSE,2027,6.7,54.7,26.1,64.9,60.7,44.4,63.6,50.9,18,1,0,0.0,Not Placed,58.8
STU3086,Student_7227_3086,IIT Madras,B.Sc Data Science,2027,6.8,61.0,48.6,21.1,86.3,63.0,67.0,54.5,12,0,0,0.0,Not Placed,53.1
STU3087,Student_7856_3087,NSIT Delhi,BCA,2026,4.0,73.5,45.6,39.7,41.5,64.7,58.3,55.5,6,2,1,6.2,Technical Support,58.1
STU3088,Student_6588_3088,IIT Madras,B.Tech CSE,2026,8.6,55.6,57.2,20.0,79.0,28.8,72.8,49.6,24,1,0,0.0,Not Placed,61.2
STU3089,Student_6414_3089,VIT Vellore,B.Tech IT,2027,8.1,57.1,20.0,27.2,86.7,47.3,48.7,47.2,6,1,1,6.5,Technical Support,52.5
STU3090,Student_3204_3090,IIT Kanpur,B.Tech AI&ML,2027,9.0,74.8,33.8,20.0,60.6,37.6,77.0,49.8,0,2,1,8.2,Technical Support,60.4
STU3091,Student_4893_3091,IIT Bombay,B.E CSE,2026,5.6,61.3,62.6,50.3,67.8,47.3,58.0,58.9,12,0,1,4.9,QA Engineer,60.2
STU3092,Student_2444_3092,IIT Bombay,B.E CSE,2027,7.8,87.1,51.7,48.8,55.8,72.4,73.6,66.2,0,1,0,0.0,Not Placed,69.5
STU3093,Student_8327_3093,IIT Bombay,B.Tech CSE,2025,6.1,67.9,37.4,59.0,67.6,36.1,66.1,56.8,6,3,1,4.2,Junior Developer,58.8
STU3094,Student_9536_3094,IIT Hyderabad,BCA,2027,7.8,54.8,29.6,20.0,64.1,33.5,60.4,42.1,0,1,1,5.5,Technical Support,48.0
STU3095,Student_2999_3095,IIT Kharagpur,B.Tech AI&ML,2027,7.6,66.1,60.4,59.3,80.4,57.1,54.8,64.8,0,1,0,0.0,Not Placed,69.5
STU3096,Student_4921_3096,IIT Hyderabad,BCA,2025,6.5,80.0,57.1,63.7,85.0,55.3,67.1,70.4,12,1,1,5.9,Software Engineer,74.9
STU3097,Student_4621_3097,IIT Delhi,B.Tech IT,2026,7.1,54.3,55.8,33.5,70.2,33.8,60.1,50.8,12,2,0,0.0,Not Placed,50.3
STU3098,Student_7619_3098,BITS Pilani,B.Tech IT,2026,8.0,74.6,46.1,50.5,72.8,59.2,65.9,62.3,0,0,0,0.0,Not Placed,65.9
STU3099,Student_9762_3099,BITS Pilani,B.Tech ME,2025,7.7,66.2,29.8,37.0,74.0,54.1,71.6,53.0,6,0,1,6.1,QA Engineer,59.4
STU3100,Student_4577_3100,IIT Delhi,B.E CSE,2026,6.5,61.7,38.5,36.9,70.0,56.7,71.8,52.8,0,2,1,4.9,Technical Support,53.2
STU3101,Student_7920_3101,SRM Chennai,B.Tech IT,2027,7.8,48.4,26.9,39.9,45.8,22.6,66.6,39.4,0,1,1,5.6,Technical Support,48.0
STU3102,Student_8858_3102,IIT Kharagpur,B.Sc Data Science,2027,9.1,60.7,58.4,37.7,47.0,48.4,66.2,52.4,0,2,1,5.6,QA Engineer,59.2
STU3103,Student_2329_3103,SRM Chennai,BCA,2026,7.5,39.4,20.0,23.3,33.7,25.3,53.7,30.0,0,0,0,0.0,Not Placed,41.8
STU3104,Student_9240_3104,DTU Delhi,B.Tech AI&ML,2026,8.7,88.8,46.9,47.9,84.9,71.0,59.9,69.9,0,2,1,8.1,SDE-II,75.6
STU3105,Student_9627_3105,VIT Vellore,B.Tech ME,2026,6.5,87.2,70.1,46.7,72.1,54.0,72.9,70.1,12,2,0,0.0,Not Placed,70.2
STU3106,Student_9077_3106,VIT Vellore,B.Sc Data Science,2026,7.6,83.6,62.0,73.8,40.0,64.6,79.9,68.9,0,1,1,7.2,Data Analyst,69.0
STU3107,Student_8140_3107,IIT Kharagpur,B.Tech ECE,2027,9.1,64.9,37.3,20.4,53.5,61.6,64.6,48.4,0,2,1,6.3,Junior Developer,57.6
STU3108,Student_4384_3108,NIT Trichy,B.Tech ME,2025,8.1,67.8,61.9,57.9,54.0,57.6,58.6,61.6,0,2,1,5.4,QA Engineer,69.5
STU3109,Student_8788_3109,BITS Pilani,B.Tech ME,2025,8.2,38.7,20.9,23.4,73.5,27.6,54.7,36.2,6,0,1,3.5,Junior Developer,49.8
STU3110,Student_3742_3110,SRM Chennai,B.Tech IT,2026,5.5,60.3,35.6,33.8,61.6,30.2,66.4,47.2,0,0,0,0.0,Not Placed,50.6
STU3111,Student_1807_3111,IIT Bombay,B.Tech CSE,2026,9.0,100.0,95.4,38.5,63.9,79.7,68.9,79.3,0,2,1,11.2,SDE-II,78.6
STU3112,Student_6466_3112,IIT Kanpur,B.Tech AI&ML,2027,10.0,43.4,20.0,55.6,60.8,39.4,69.2,43.4,0,1,0,0.0,Not Placed,52.1
STU3113,Student_8962_3113,IIT Bombay,BCA,2026,7.7,83.8,45.2,41.3,78.0,42.2,73.7,62.6,0,3,1,6.3,Software Engineer,65.2
STU3114,Student_1670_3114,IIT Hyderabad,B.Tech IT,2026,7.7,32.4,20.0,20.0,82.1,20.0,61.1,33.7,12,1,0,0.0,Not Placed,45.8
STU3115,Student_3257_3115,SRM Chennai,B.Tech ME,2025,7.2,70.1,53.1,29.2,79.4,28.2,63.0,55.7,0,2,0,0.0,Not Placed,61.7
STU3116,Student_5897_3116,IIT Hyderabad,B.Tech ECE,2025,7.1,28.5,31.3,20.0,69.0,24.6,66.7,33.0,0,2,1,2.5,Technical Support,41.1
STU3117,Student_3515_3117,NSIT Delhi,BCA,2027,7.4,73.5,50.6,55.2,90.9,60.5,78.6,66.6,12,3,0,0.0,Not Placed,64.2
STU3118,Student_6258_3118,DTU Delhi,B.E CSE,2027,9.1,57.3,55.7,38.9,86.8,52.7,68.3,57.3,12,1,1,5.8,Technical Support,61.5
STU3119,Student_2463_3119,IIT Delhi,B.Tech IT,2025,7.8,70.9,47.2,38.0,96.4,62.4,61.3,62.6,0,1,1,6.8,Technical Support,65.7
STU3120,Student_5727_3120,DTU Delhi,B.Tech IT,2025,8.8,50.3,20.0,20.0,44.1,24.6,62.9,34.7,12,2,0,0.0,Not Placed,46.4
STU3121,Student_6626_3121,IIT Bombay,B.Tech ECE,2027,7.4,57.7,20.0,32.1,43.9,41.8,74.6,41.4,0,2,1,4.6,QA Engineer,49.6
STU3122,Student_5543_3122,IIT Kharagpur,B.Tech ECE,2026,7.2,79.0,47.5,33.0,95.6,49.5,65.9,63.0,0,0,1,6.1,Software Engineer,67.4
STU3123,Student_9871_3123,IIT Delhi,B.E CSE,2027,6.4,78.0,50.0,58.8,78.8,59.5,70.1,66.8,0,1,1,6.7,Data Analyst,70.2
STU3124,Student_7213_3124,NSIT Delhi,BCA,2027,9.1,88.5,88.5,56.2,58.2,95.7,62.2,78.2,6,0,1,8.5,ML Engineer,85.8
STU3125,Student_4444_3125,BITS Pilani,B.Sc Data Science,2025,7.3,45.4,39.6,20.0,65.7,47.9,64.4,42.5,0,3,1,3.6,Technical Support,53.7
STU3126,Student_3862_3126,IIT Delhi,B.Tech CSE,2027,7.7,65.2,39.2,39.1,77.4,50.7,60.9,55.2,12,1,0,0.0,Not Placed,58.2
STU3127,Student_4948_3127,IIT Kharagpur,B.Tech ECE,2026,6.8,50.3,26.7,53.4,80.9,27.3,62.3,48.5,0,5,0,0.0,Not Placed,49.7
STU3128,Student_1782_3128,IIT Bombay,B.Tech ECE,2026,6.7,35.3,39.3,20.0,69.2,20.0,61.8,36.6,12,2,0,0.0,Not Placed,44.0
STU3129,Student_5306_3129,IIT Kanpur,B.Tech ECE,2027,7.3,63.0,48.6,38.0,69.4,44.2,50.1,54.2,18,1,1,4.4,Technical Support,56.5
STU3130,Student_9199_3130,NIT Trichy,B.Tech IT,2026,8.4,58.9,31.3,20.0,44.2,38.7,61.9,41.4,6,1,1,6.0,Junior Developer,47.7
STU3131,Student_7447_3131,Anna University,BCA,2027,8.0,52.9,46.6,25.4,51.5,39.1,80.9,44.6,0,0,1,5.3,QA Engineer,51.3
STU3132,Student_7008_3132,NIT Trichy,BCA,2027,8.1,62.3,48.1,43.1,69.4,55.1,63.2,56.0,6,2,0,0.0,Not Placed,56.8
STU3133,Student_6636_3133,SRM Chennai,B.Sc Data Science,2026,6.1,55.8,51.1,32.9,74.5,41.2,57.1,51.6,0,2,1,4.6,Technical Support,52.5
STU3134,Student_9698_3134,NSIT Delhi,B.Sc Data Science,2027,6.3,43.3,48.4,20.0,58.9,54.0,63.0,43.1,0,0,0,0.0,Not Placed,48.5
STU3135,Student_5947_3135,SRM Chennai,B.Tech CSE,2026,8.0,60.3,31.8,44.7,65.1,49.1,73.3,51.1,24,1,1,5.2,Junior Developer,53.0
STU3136,Student_2573_3136,IIT Kharagpur,B.Tech AI&ML,2027,6.8,74.7,35.4,52.9,72.2,64.3,76.4,61.1,12,2,0,0.0,Not Placed,64.7
STU3137,Student_5765_3137,IIT Bombay,BCA,2027,6.4,84.4,43.6,59.7,78.6,68.2,65.4,68.8,0,3,1,5.8,Full Stack Developer,67.6
STU3138,Student_7108_3138,DTU Delhi,B.Tech IT,2025,7.8,100.0,56.9,50.0,74.3,76.9,74.0,75.2,0,0,1,9.7,Data Analyst,74.5
STU3139,Student_6700_3139,IIT Hyderabad,B.Tech CSE,2027,4.1,53.0,20.0,20.0,100.0,49.6,66.1,46.5,0,0,0,0.0,Not Placed,49.5
STU3140,Student_7278_3140,SRM Chennai,B.Sc Data Science,2027,8.4,29.7,36.3,20.0,62.0,29.8,61.7,33.9,6,0,0,0.0,Not Placed,38.8
STU3141,Student_9667_3141,NIT Trichy,BCA,2027,5.9,67.0,61.3,30.6,89.7,43.1,74.2,59.6,0,2,0,0.0,Not Placed,56.2
STU3142,Student_6982_3142,IIT Hyderabad,B.E CSE,2027,6.7,86.1,89.9,54.7,62.1,59.6,81.4,74.3,0,1,0,0.0,Not Placed,74.5
STU3143,Student_5095_3143,NIT Trichy,B.E CSE,2026,9.2,64.3,60.6,37.7,56.8,65.0,65.7,57.2,6,1,1,7.7,Technical Support,64.7
STU3144,Student_1745_3144,SRM Chennai,B.Tech CSE,2026,6.3,65.8,60.4,20.0,73.4,45.6,62.3,54.7,24,0,1,4.4,QA Engineer,53.8
